MoleculeId,PredictedProbability
1872,0.915290
1873,0.411625
1874,0.130615
1875,0.019976
1876,0.760907
1877,0.035338
1878,0.135337
1879,0.704034
1880,0.917165
1881,0.115747
1882,0.279148
1883,0.510123
1884,0.094968
1885,0.964452
1886,0.111727
1887,0.846731
1888,0.948929
1889,0.970195
1890,0.028223
1891,0.937654
1892,0.636282
1893,0.671687
1894,0.334149
1895,0.487354
1896,0.936317
1897,0.948795
1898,0.804552
1899,0.853552
1900,0.065850
1901,0.980232
1902,0.795552
1903,0.594828
1904,0.060338
1905,0.070416
1906,0.062065
1907,0.382603
1908,0.257939
1909,0.883843
1910,0.341388
1911,0.078100
1912,0.694085
1913,0.031842
1914,0.954821
1915,0.886439
1916,0.529247
1917,0.218287
1918,0.106079
1919,0.836592
1920,0.706356
1921,0.976908
1922,0.344362
1923,0.177096
1924,0.022699
1925,0.803722
1926,0.341617
1927,0.188068
1928,0.952055
1929,0.828606
1930,0.048459
1931,0.103532
1932,0.080004
1933,0.102423
1934,0.917486
1935,0.069004
1936,0.083059
1937,0.074635
1938,0.922816
1939,0.267215
1940,0.899108
1941,0.990936
1942,0.972134
1943,0.620127
1944,0.257596
1945,0.050039
1946,0.293298
1947,0.550203
1948,0.623558
1949,0.182740
1950,0.546411
1951,0.962257
1952,0.014307
1953,0.965461
1954,0.060355
1955,0.982093
1956,0.060010
1957,0.270674
1958,0.089922
1959,0.819875
1960,0.888158
1961,0.204456
1962,0.315248
1963,0.206005
1964,0.803955
1965,0.195658
1966,0.154065
1967,0.970674
1968,0.177835
1969,0.970642
1970,0.096449
1971,0.639148
1972,0.982560
1973,0.971529
1974,0.588906
1975,0.665591
1976,0.802961
1977,0.164545
1978,0.904774
1979,0.048971
1980,0.937653
1981,0.867023
1982,0.126479
1983,0.245488
1984,0.024065
1985,0.235200
1986,0.950108
1987,0.224846
1988,0.741509
1989,0.986472
1990,0.900720
1991,0.282662
1992,0.936900
1993,0.947448
1994,0.042782
1995,0.045064
1996,0.934229
1997,0.875304
1998,0.980404
1999,0.237347
2000,0.701551
2001,0.158756
2002,0.971462
2003,0.457000
2004,0.962400
2005,0.845750
2006,0.369591
2007,0.036155
2008,0.924932
2009,0.065114
2010,0.038217
2011,0.138939
2012,0.259279
2013,0.661061
2014,0.848418
2015,0.944956
2016,0.921830
2017,0.209876
2018,0.765455
2019,0.964989
2020,0.955162
2021,0.319892
2022,0.928780
2023,0.440835
2024,0.758281
2025,0.419741
2026,0.016585
2027,0.039686
2028,0.163927
2029,0.241760
2030,0.700182
2031,0.552208
2032,0.899199
2033,0.201294
2034,0.028584
2035,0.698445
2036,0.989880
2037,0.084191
2038,0.779846
2039,0.819292
2040,0.916839
2041,0.819315
2042,0.533427
2043,0.228965
2044,0.039826
2045,0.666957
2046,0.374707
2047,0.960422
2048,0.975507
2049,0.021838
2050,0.113570
2051,0.069106
2052,0.976842
2053,0.918399
2054,0.378560
2055,0.456238
2056,0.874278
2057,0.822480
2058,0.887034
2059,0.420242
2060,0.155390
2061,0.547867
2062,0.945329
2063,0.819182
2064,0.101137
2065,0.041698
2066,0.101204
2067,0.766627
2068,0.955146
2069,0.802238
2070,0.958590
2071,0.008380
2072,0.105377
2073,0.869731
2074,0.969756
2075,0.041624
2076,0.904299
2077,0.067112
2078,0.889770
2079,0.953860
2080,0.741068
2081,0.943674
2082,0.786836
2083,0.597652
2084,0.909926
2085,0.190825
2086,0.218096
2087,0.044258
2088,0.140783
2089,0.542614
2090,0.145435
2091,0.087643
2092,0.523390
2093,0.250158
2094,0.897877
2095,0.613087
2096,0.522586
2097,0.968204
2098,0.845566
2099,0.817275
2100,0.563011
2101,0.486756
2102,0.040145
2103,0.650667
2104,0.705821
2105,0.933205
2106,0.025304
2107,0.830287
2108,0.979597
2109,0.812900
2110,0.743286
2111,0.855747
2112,0.078552
2113,0.882272
2114,0.330064
2115,0.371979
2116,0.187897
2117,0.878454
2118,0.040170
2119,0.090052
2120,0.947079
2121,0.933893
2122,0.874343
2123,0.754382
2124,0.095662
2125,0.965052
2126,0.076107
2127,0.973810
2128,0.623176
2129,0.965035
2130,0.079297
2131,0.878088
2132,0.468185
2133,0.091941
2134,0.943198
2135,0.853355
2136,0.146883
2137,0.675039
2138,0.823660
2139,0.897472
2140,0.050641
2141,0.167804
2142,0.410179
2143,0.076240
2144,0.164131
2145,0.249452
2146,0.990118
2147,0.961830
2148,0.280374
2149,0.334544
2150,0.676351
2151,0.304085
2152,0.069191
2153,0.133464
2154,0.711470
2155,0.862270
2156,0.027785
2157,0.235297
2158,0.404033
2159,0.667218
2160,0.926100
2161,0.922197
2162,0.778386
2163,0.884601
2164,0.944520
2165,0.585807
2166,0.879925
2167,0.907379
2168,0.063652
2169,0.035892
2170,0.842914
2171,0.393408
2172,0.924262
2173,0.196426
2174,0.027527
2175,0.039976
2176,0.826149
2177,0.080509
2178,0.289835
2179,0.737180
2180,0.879277
2181,0.886575
2182,0.346897
2183,0.509884
2184,0.058905
2185,0.248661
2186,0.196882
2187,0.026308
2188,0.958672
2189,0.167286
2190,0.452236
2191,0.189381
2192,0.429917
2193,0.936752
2194,0.777534
2195,0.118847
2196,0.227166
2197,0.356746
2198,0.134103
2199,0.944543
2200,0.688767
2201,0.966841
2202,0.928979
2203,0.177405
2204,0.946816
2205,0.084327
2206,0.732511
2207,0.377708
2208,0.968956
2209,0.180354
2210,0.055477
2211,0.892883
2212,0.822781
2213,0.969510
2214,0.622434
2215,0.990698
2216,0.595651
2217,0.917198
2218,0.269462
2219,0.920637
2220,0.947467
2221,0.040950
2222,0.720874
2223,0.881804
2224,0.292122
2225,0.032622
2226,0.460265
2227,0.656017
2228,0.619703
2229,0.041031
2230,0.853537
2231,0.468623
2232,0.019029
2233,0.968952
2234,0.206578
2235,0.010540
2236,0.035043
2237,0.097776
2238,0.268841
2239,0.956629
2240,0.090760
2241,0.828246
2242,0.964980
2243,0.303695
2244,0.940671
2245,0.874569
2246,0.477657
2247,0.442501
2248,0.967459
2249,0.749784
2250,0.901278
2251,0.369389
2252,0.187067
2253,0.216193
2254,0.751351
2255,0.860271
2256,0.826656
2257,0.061286
2258,0.867810
2259,0.858661
2260,0.864992
2261,0.908525
2262,0.060775
2263,0.192073
2264,0.054960
2265,0.960512
2266,0.956664
2267,0.892470
2268,0.831837
2269,0.015767
2270,0.121725
2271,0.924658
2272,0.152844
2273,0.524224
2274,0.304371
2275,0.747775
2276,0.946111
2277,0.104131
2278,0.781915
2279,0.151915
2280,0.103454
2281,0.248252
2282,0.296197
2283,0.161846
2284,0.337791
2285,0.098728
2286,0.886862
2287,0.016614
2288,0.943084
2289,0.809861
2290,0.956728
2291,0.972681
2292,0.418711
2293,0.982326
2294,0.902185
2295,0.938068
2296,0.033454
2297,0.718984
2298,0.599848
2299,0.221177
2300,0.983574
2301,0.040494
2302,0.980011
2303,0.902597
2304,0.936519
2305,0.786561
2306,0.687637
2307,0.811633
2308,0.085675
2309,0.913877
2310,0.893961
2311,0.114982
2312,0.659114
2313,0.962706
2314,0.974302
2315,0.434685
2316,0.670889
2317,0.020676
2318,0.731720
2319,0.962745
2320,0.526896
2321,0.957393
2322,0.881643
2323,0.201679
2324,0.952315
2325,0.041889
2326,0.825222
2327,0.834341
2328,0.841368
2329,0.469926
2330,0.139014
2331,0.175844
2332,0.181214
2333,0.809577
2334,0.018421
2335,0.817120
2336,0.954972
2337,0.115164
2338,0.820910
2339,0.203118
2340,0.928493
2341,0.926518
2342,0.897246
2343,0.952196
2344,0.584592
2345,0.903926
2346,0.866050
2347,0.269151
2348,0.493186
2349,0.188075
2350,0.071273
2351,0.732148
2352,0.074224
2353,0.028906
2354,0.157737
2355,0.308249
2356,0.067055
2357,0.927874
2358,0.195345
2359,0.967674
2360,0.794315
2361,0.898336
2362,0.121006
2363,0.955777
2364,0.062516
2365,0.350666
2366,0.755207
2367,0.761525
2368,0.565467
2369,0.883173
2370,0.869731
2371,0.938605
2372,0.964680
2373,0.104419
2374,0.152043
2375,0.417972
2376,0.936148
2377,0.064809
2378,0.022648
2379,0.037539
2380,0.937837
2381,0.102274
2382,0.333652
2383,0.911355
2384,0.218932
2385,0.151115
2386,0.924709
2387,0.897635
2388,0.332503
2389,0.891369
2390,0.851859
2391,0.948128
2392,0.122474
2393,0.968144
2394,0.975417
2395,0.041844
2396,0.965893
2397,0.037669
2398,0.058221
2399,0.817113
2400,0.867042
2401,0.899573
2402,0.410382
2403,0.521314
2404,0.860814
2405,0.876286
2406,0.984175
2407,0.627281
2408,0.973901
2409,0.986848
2410,0.687942
2411,0.990118
2412,0.424201
2413,0.770263
2414,0.138910
2415,0.098531
2416,0.833884
2417,0.514808
2418,0.871032
2419,0.026846
2420,0.358512
2421,0.056676
2422,0.334632
2423,0.536082
2424,0.993609
2425,0.082050
2426,0.586670
2427,0.111385
2428,0.973015
2429,0.849928
2430,0.944231
2431,0.629027
2432,0.036758
2433,0.225125
2434,0.488044
2435,0.214598
2436,0.867920
2437,0.059091
2438,0.121468
2439,0.965254
2440,0.856061
2441,0.961215
2442,0.051996
2443,0.018099
2444,0.812067
2445,0.880124
2446,0.521116
2447,0.840316
2448,0.113077
2449,0.708228
2450,0.098934
2451,0.229851
2452,0.342483
2453,0.066655
2454,0.883201
2455,0.033035
2456,0.162602
2457,0.833685
2458,0.032077
2459,0.221089
2460,0.975260
2461,0.646592
2462,0.903473
2463,0.961496
2464,0.966530
2465,0.346038
2466,0.893437
2467,0.903076
2468,0.136193
2469,0.612315
2470,0.067461
2471,0.985814
2472,0.685838
2473,0.723031
2474,0.288172
2475,0.181126
2476,0.980321
2477,0.084633
2478,0.064749
2479,0.915166
2480,0.934334
2481,0.152406
2482,0.843244
2483,0.043669
2484,0.315459
2485,0.455640
2486,0.977638
2487,0.113876
2488,0.339729
2489,0.958569
2490,0.296551
2491,0.878104
2492,0.968270
2493,0.958191
2494,0.275690
2495,0.855137
2496,0.101438
2497,0.355800
2498,0.042861
2499,0.946935
2500,0.856174
2501,0.165899
